Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear
0,297.8,325.2222222,1410,48.8,23
1,300.1,326.7037037,1434,47.3,127
1,298.0,323.7407407,1430,57.0,43
2,302.4,333.0,1480,45.7,200
2,300.6,328.1851852,1694,31.1,187
1,298.1,325.962963,1802,26.9,83
1,299.5,328.9259259,1502,38.5,52
2,298.9,328.1851852,1836,22.8,18
1,300.3,335.2222222,1989,22.3,121
2,298.7,325.2222222,1843,25.8,130
2,299.1,327.0740741,1339,48.2,86
2,299.0,330.4074074,1394,45.2,122
1,300.7,333.3703704,1878,24.3,24
2,298.6,328.1851852,1419,44.9,115
0,298.2,321.1481481,1491,39.7,181
2,298.7,328.5555556,2083,18.2,205
1,300.7,328.5555556,1775,26.6,149
1,303.7,337.0740741,1619,34.9,92
1,298.9,323.3703704,1467,44.7,136
2,301.9,327.8148148,1533,35.9,204
1,298.3,326.7037037,1468,46.2,10
1,297.5,323.7407407,1208,62.3,28
1,303.6,340.037037,1593,31.6,52
2,299.3,324.8518519,1858,24.7,101
2,297.6,323.7407407,1414,45.4,138
1,298.1,321.8888889,1616,32.8,65
1,302.0,331.5185185,1698,28.1,39
2,297.4,325.2222222,1520,37.0,147
0,299.4,325.2222222,1607,33.7,130
1,301.5,331.5185185,1686,27.9,135
2,300.6,331.5185185,1388,42.9,190
1,296.8,320.7777778,1480,39.4,122
1,301.3,328.9259259,1665,31.4,0
1,303.9,338.9259259,1800,24.3,158
1,303.2,338.1851852,1518,39.9,146
1,301.3,332.6296296,1582,35.6,202
1,296.8,320.037037,1588,37.6,126
0,302.8,332.6296296,1436,43.5,47
2,300.9,331.8888889,1988,19.7,136
2,299.2,323.3703704,1526,37.3,135
1,299.1,329.2962963,1416,41.2,185
2,301.2,332.6296296,1424,41.4,131
0,298.7,323.7407407,1499,43.5,84
1,297.1,323.0,1529,40.4,165
1,298.5,321.5185185,1624,29.8,160
1,300.4,335.2222222,1373,47.2,3
1,299.0,330.037037,1584,34.4,83
1,297.8,323.0,1612,32.1,183
2,297.4,321.5185185,1601,34.6,181
2,301.6,331.8888889,1343,49.5,140
1,298.0,320.7777778,1716,26.6,9
2,301.5,333.0,1402,40.0,94
2,299.1,330.037037,1233,59.0,81
2,301.9,333.0,1380,51.6,184
2,302.4,330.7777778,1500,36.7,164
1,303.7,338.1851852,1632,36.6,186
2,304.0,340.7777778,1437,53.9,7
2,300.3,334.8518519,1617,32.5,115
1,301.7,331.5185185,1641,31.9,192
1,296.7,320.4074074,1927,23.9,112
2,302.0,330.7777778,1823,25.1,87
1,299.0,329.2962963,1886,21.2,13
1,298.8,324.4814815,1523,44.4,55
2,300.5,335.962963,1730,27.5,209
1,299.0,330.037037,1501,43.0,91
1,300.6,335.2222222,1553,39.8,0
1,302.0,333.0,1373,55.7,157
2,301.0,333.7407407,1454,41.5,57
1,302.4,329.2962963,1429,43.7,104
1,301.3,330.7777778,1390,45.8,63
1,302.2,332.2592593,1506,34.0,49
1,302.0,328.9259259,1832,22.9,178
1,297.4,323.7407407,1820,24.6,79
0,300.6,328.9259259,1483,44.0,97
1,300.7,336.7037037,1498,44.0,155
2,298.7,328.1851852,1570,42.1,200
1,297.4,326.7037037,1473,45.5,94
1,301.2,332.6296296,1670,33.0,200
1,299.2,331.5185185,1737,27.0,225
1,302.2,334.4814815,1744,31.2,172
2,296.9,321.8888889,1483,44.3,219
2,302.5,332.6296296,1563,35.6,190
1,299.9,327.4444444,1280,59.3,163
2,302.5,330.7777778,1918,21.6,131
1,299.0,329.2962963,1531,36.0,57
2,300.2,327.0740741,1458,46.9,23
1,302.3,333.7407407,1457,44.5,83
1,302.4,333.7407407,1392,50.5,51
0,300.9,330.7777778,1512,41.2,49
2,300.5,335.962963,1676,35.2,97
1,299.9,330.4074074,1419,45.7,178
1,298.3,326.7037037,1618,31.5,108
1,297.5,323.7407407,1380,53.5,192
2,300.9,328.9259259,1416,46.6,201
1,299.1,330.7777778,1628,35.9,174
1,301.0,337.0740741,1510,39.9,61
1,297.9,327.8148148,2194,16.8,27
1,298.3,325.2222222,1657,32.2,179
1,297.2,322.6296296,1693,28.0,188
0,300.8,331.1481481,1465,44.1,136
1,302.8,338.5555556,1462,39.4,22
1,297.3,323.3703704,1504,42.0,142
1,302.6,335.962963,1453,39.1,84
1,296.5,320.037037,1512,43.6,92
1,299.8,330.4074074,1694,30.3,204
1,298.3,323.0,1585,30.6,127
2,302.2,333.3703704,1663,29.6,115
1,301.8,332.6296296,1651,32.5,195
1,298.2,322.6296296,1475,49.9,47
1,299.4,325.2222222,1404,47.3,86
1,298.1,320.4074074,1289,48.3,42
1,298.7,329.2962963,1620,34.8,112
1,299.8,328.1851852,1749,33.4,153
1,297.6,323.3703704,1452,42.6,116
0,298.2,328.9259259,1433,44.2,68
1,300.2,326.7037037,1527,37.0,194
2,298.5,326.3333333,1761,27.2,49
2,297.8,320.7777778,1543,43.7,8
0,300.4,331.5185185,1656,36.3,127
1,297.8,321.1481481,1447,48.6,46
1,300.5,329.6666667,1764,25.9,27
1,299.2,330.4074074,1570,37.3,37
1,302.2,333.0,1418,47.0,61
0,299.4,326.3333333,1743,28.2,0
2,302.9,332.6296296,1402,40.7,52
1,302.6,335.962963,1598,35.5,69
1,304.2,342.2592593,1469,40.0,154
2,302.8,332.6296296,1507,33.4,82
1,303.6,337.4444444,1616,29.3,226
1,299.0,330.4074074,1565,36.1,127
1,300.6,329.6666667,1555,41.9,19
2,304.1,341.1481481,1725,28.3,177
2,298.8,327.8148148,1459,47.3,141
2,298.1,321.1481481,1496,40.0,0
1,298.8,327.8148148,1505,39.0,131
1,302.4,335.5925926,1448,43.4,141
2,302.9,337.8148148,1421,46.0,206
1,300.4,328.1851852,1395,48.1,201
2,299.6,326.7037037,1605,29.8,142
2,300.5,334.1111111,1743,27.6,46
2,298.0,325.2222222,1393,55.9,79
0,302.3,334.4814815,1526,38.2,47
1,296.8,321.1481481,1706,30.8,111
1,301.6,331.1481481,1391,49.4,164
2,303.0,333.0,1372,54.3,117
2,302.2,333.3703704,1544,43.6,63
1,299.2,323.3703704,1867,27.0,138
0,298.9,329.2962963,1452,49.9,187
2,297.8,320.7777778,1622,32.1,18
1,299.8,327.4444444,1598,31.0,139
2,300.0,334.1111111,1791,24.1,213
0,301.6,328.5555556,1423,53.6,95
1,302.6,335.962963,1354,48.0,67
1,302.5,330.037037,1688,31.6,66
1,301.3,332.6296296,1348,44.5,78
2,298.3,324.4814815,1391,50.4,13
1,302.3,333.7407407,1682,34.4,127
2,300.8,331.5185185,1371,44.7,205
1,298.2,322.6296296,1458,41.8,132
1,303.6,335.5925926,1567,31.7,97
2,300.4,334.4814815,1750,27.3,116
1,302.4,333.0,1448,44.8,195
2,297.5,323.7407407,1349,51.5,21
2,301.5,330.4074074,2639,12.0,21
2,298.8,328.5555556,1495,35.2,60
1,298.6,328.9259259,1334,48.0,42
1,298.8,325.5925926,1489,49.1,128
1,298.9,328.5555556,1373,52.1,108
0,296.7,321.8888889,1528,46.3,203
1,300.9,336.7037037,1474,42.4,171
1,302.4,332.6296296,1475,47.9,79
1,302.7,336.7037037,1688,32.0,155
1,303.1,333.3703704,1628,35.2,23
2,302.3,332.6296296,1521,34.8,72
1,301.5,330.037037,1415,41.6,28
1,299.7,330.037037,1495,43.1,101
0,302.3,335.962963,1374,52.4,154
1,300.7,330.7777778,1536,47.4,192
2,301.4,333.3703704,1476,36.5,25
1,300.2,334.8518519,1375,56.9,155
2,302.7,336.7037037,1378,46.9,176
1,301.8,332.6296296,1606,33.3,4
1,300.2,335.2222222,1640,30.8,191
0,300.7,330.7777778,1567,38.7,129
2,299.5,329.2962963,1359,61.1,67
1,301.0,336.7037037,1675,30.7,200
0,299.3,330.4074074,1393,44.9,162
0,297.3,323.0,1864,23.1,90
1,297.5,324.8518519,1390,47.4,187
2,299.2,324.4814815,1700,33.5,185
1,301.8,332.2592593,1899,24.7,31
2,302.3,335.2222222,1368,53.6,165
1,299.0,329.2962963,1463,37.4,56
1,300.0,326.3333333,1558,29.7,168
2,297.8,325.5925926,1424,45.5,2
2,297.3,323.3703704,1520,42.4,171
0,303.8,338.1851852,1655,28.0,170
1,300.2,334.4814815,1528,36.1,125
1,297.8,319.6666667,1391,48.6,109
2,297.7,318.5555556,1405,43.7,2
1,300.3,330.037037,1704,29.5,0
1,298.7,325.962963,1396,44.8,178
1,302.0,333.0,1635,36.0,23
1,300.7,335.962963,1399,50.2,222
1,303.6,337.8148148,1781,28.7,124
1,302.3,331.5185185,1499,37.8,137
1,300.1,334.1111111,1356,45.7,149
2,301.8,327.4444444,1436,49.0,214
1,300.8,331.1481481,1360,48.8,91
2,303.6,336.3333333,1645,35.7,81
1,297.5,324.1111111,1429,44.3,201
1,298.1,328.5555556,1634,30.0,53
1,300.9,332.2592593,1370,52.5,107
1,303.7,338.5555556,1466,42.5,183
1,298.9,328.9259259,1378,49.3,18
1,298.8,321.8888889,1472,53.5,28
1,297.3,324.1111111,1506,39.3,187
2,302.3,332.6296296,1541,36.6,143
1,303.3,334.8518519,1337,56.8,187
1,300.3,330.4074074,1672,29.2,39
1,298.7,328.5555556,1541,38.5,208
1,300.0,328.5555556,1507,41.4,74
1,297.9,328.5555556,1542,33.8,33
0,298.0,326.7037037,1562,38.1,58
2,302.3,334.8518519,1668,33.2,52
1,300.0,327.4444444,1571,33.1,65
1,297.3,323.3703704,1528,44.5,140
1,298.0,322.2592593,1469,45.5,214
1,298.0,325.5925926,1822,23.5,122
2,298.0,320.4074074,1487,41.3,160
1,300.3,325.962963,1572,32.0,173
1,302.9,337.4444444,1530,34.9,185
1,298.4,323.7407407,1433,47.1,101
2,297.4,325.2222222,1685,30.7,177
1,300.9,331.5185185,1389,50.0,214
1,297.4,321.8888889,1348,57.4,66
1,297.4,324.1111111,1429,57.4,96
1,298.5,326.3333333,1471,44.7,119
2,297.2,324.4814815,1485,47.9,143
1,301.0,328.9259259,1480,43.5,21
1,298.2,320.4074074,1688,32.4,91
1,300.6,330.4074074,1457,47.7,120
1,300.2,328.1851852,1481,41.9,106
1,299.6,332.6296296,1552,33.2,139
2,301.6,333.3703704,1415,46.5,82
0,301.3,332.6296296,1580,36.6,184
1,303.0,333.3703704,1664,29.8,186
0,296.1,317.0740741,1645,31.0,41
1,299.4,326.3333333,1377,43.6,28
1,295.6,314.8518519,1428,44.5,51
1,302.6,336.7037037,1473,37.3,184
1,299.0,329.6666667,1477,37.9,60
0,298.3,327.0740741,1521,37.1,84
0,299.9,325.962963,1525,33.2,0
2,297.2,321.5185185,1478,42.5,56
1,300.5,333.7407407,1490,41.8,39
1,304.1,341.1481481,1883,24.5,190
1,300.5,328.1851852,1441,48.8,200
1,299.2,323.3703704,1515,39.8,141
1,298.5,322.2592593,1451,47.5,18
1,303.0,333.3703704,1494,37.0,67
1,297.1,323.3703704,1425,40.0,35
1,296.2,318.5555556,1382,52.0,201
2,304.3,342.2592593,1489,40.3,196
2,301.5,328.9259259,1417,44.6,49
2,301.5,331.1481481,1447,41.9,140
1,302.0,328.1851852,1532,39.4,2
1,299.4,325.2222222,1660,28.4,139
1,302.6,332.6296296,1424,38.0,144
1,299.5,326.3333333,1520,42.3,149
1,302.9,337.0740741,1469,42.0,214
1,298.3,323.3703704,1538,32.2,173
2,300.7,327.8148148,1523,38.2,73
1,302.7,331.1481481,1501,48.7,4
1,301.1,333.0,1889,23.8,170
0,300.7,335.962963,1389,46.5,186
0,300.4,334.4814815,1662,29.0,137
0,298.8,328.9259259,1530,38.3,53
1,298.4,323.7407407,1477,44.0,124
2,299.7,325.962963,1412,45.3,205
1,298.6,328.1851852,1332,46.4,76
1,300.7,327.0740741,1850,24.5,19
1,301.0,330.7777778,1601,33.2,77
2,300.5,328.9259259,1580,37.0,181
1,298.3,320.4074074,1465,49.4,109
2,302.3,331.5185185,1544,39.7,141
1,297.6,322.6296296,1742,27.7,13
1,303.8,340.4074074,1256,58.7,213
0,300.9,333.3703704,1518,35.0,90
1,300.0,329.2962963,1762,28.0,202
2,298.6,328.9259259,1512,37.5,27
1,297.1,323.0,1488,42.5,146
1,300.5,334.1111111,1642,27.1,37
2,301.0,332.2592593,1515,41.8,170
1,301.9,332.2592593,1574,31.4,27
1,301.5,333.0,1731,27.9,101
1,299.4,325.2222222,1436,47.9,75
1,300.0,327.4444444,1431,47.7,39
1,300.2,328.9259259,1493,47.3,172
2,302.1,333.7407407,1497,38.4,28
1,296.3,318.5555556,1637,31.6,27
1,298.4,327.8148148,1457,44.2,175
2,299.9,326.3333333,1452,41.9,106
1,303.9,340.037037,1759,28.4,74
1,298.0,320.7777778,1623,29.9,24
0,297.6,322.6296296,1400,44.3,43
2,304.2,341.8888889,1739,28.1,80
2,302.5,332.6296296,1463,43.1,181
1,298.1,321.1481481,1698,33.3,40
1,301.0,335.2222222,1547,34.5,152
1,303.5,335.962963,1493,38.7,14
0,297.6,327.4444444,1669,32.1,155
0,298.1,322.6296296,1530,42.0,184
1,303.4,334.4814815,1424,50.8,128
2,299.5,325.962963,1590,35.9,22
2,300.6,331.1481481,1403,50.4,64
2,303.8,338.5555556,1527,41.9,159
0,299.4,323.7407407,1542,41.8,166
2,296.4,318.9259259,2077,19.1,80
1,300.0,326.7037037,1499,35.7,46
2,301.9,332.2592593,1483,37.0,35
0,304.0,340.7777778,1271,68.6,161
1,300.2,334.4814815,1492,41.8,128
1,296.7,320.037037,1474,41.7,148
0,301.2,331.1481481,1352,52.0,69
2,299.3,323.7407407,1448,52.1,71
0,302.2,334.8518519,1357,44.2,142
1,298.9,324.8518519,1450,47.5,9
1,298.9,329.2962963,1361,51.7,192
2,297.7,321.8888889,1469,48.8,183
2,297.8,321.1481481,1802,25.8,43
2,296.6,319.2962963,1544,42.3,170
2,302.4,334.1111111,1534,40.1,41
2,297.6,323.3703704,1360,48.6,77
1,302.8,331.1481481,1671,30.5,201
2,303.4,338.9259259,1594,32.8,79
1,300.4,335.962963,1868,21.3,92
0,298.0,321.1481481,1482,37.8,132
2,301.9,331.5185185,1511,37.6,70
1,299.2,330.037037,1610,33.3,233
1,300.4,327.0740741,1349,50.4,30
1,301.5,330.7777778,2289,16.4,112
0,300.3,327.8148148,1582,30.8,144
0,300.9,334.1111111,1387,42.7,121
2,303.9,340.7777778,1608,40.6,79
2,302.4,334.1111111,1508,41.2,60
2,298.9,322.2592593,2022,20.0,23
1,296.6,321.5185185,1978,22.3,208
1,303.6,340.037037,1534,39.7,115
1,299.2,323.0,1350,51.3,96
2,303.4,334.4814815,1817,24.7,125
2,298.8,328.1851852,1490,38.6,127
1,298.8,328.1851852,1634,33.6,27
1,299.8,329.6666667,1654,32.7,159
1,302.0,328.9259259,1664,28.6,190
1,301.2,331.1481481,1389,45.3,64
1,299.8,331.8888889,1409,51.9,154
2,297.0,321.1481481,1569,33.3,141
1,300.5,334.8518519,1444,49.3,92
1,299.4,323.7407407,1415,56.4,175
1,299.6,325.962963,1540,36.7,221
2,303.8,339.2962963,1420,47.9,200
1,298.1,324.8518519,2136,15.9,78
2,298.1,324.4814815,1811,25.4,147
1,302.9,331.8888889,1610,32.2,17
1,298.2,323.0,1452,43.5,158
2,298.1,321.5185185,1924,20.8,29
2,300.1,329.2962963,1501,39.3,195
1,299.5,326.3333333,1577,36.6,14
0,303.3,334.1111111,1651,30.6,50
0,302.7,331.8888889,1275,55.0,25
1,300.6,329.6666667,1622,34.1,3
2,301.4,331.5185185,1375,42.0,168
1,303.7,338.1851852,1641,36.0,125
1,299.8,326.7037037,1460,37.4,25
2,297.8,319.2962963,1330,51.7,183
1,298.4,326.3333333,1716,28.4,66
1,304.1,340.037037,1566,37.2,7
1,297.6,323.7407407,1576,32.7,83
1,298.3,324.8518519,1708,28.0,42
1,302.6,330.7777778,1450,43.2,68
2,299.7,327.4444444,1540,34.4,91
1,298.8,327.0740741,1645,32.8,157
0,296.6,319.2962963,1333,50.2,177
2,300.8,331.1481481,1545,37.5,155
1,302.3,331.8888889,1465,43.8,7
1,297.2,321.5185185,1705,26.0,200
1,300.3,335.5925926,1746,26.3,187
1,301.5,330.7777778,1593,32.9,155
1,299.0,325.5925926,1394,45.1,179
2,300.7,327.4444444,1439,43.0,61
2,302.2,334.4814815,1479,39.5,36
1,297.3,321.1481481,1628,30.2,80
1,297.6,322.6296296,1658,34.3,59
0,300.0,334.1111111,1641,34.5,155
1,302.0,331.8888889,2143,17.3,227
2,298.6,327.0740741,1404,43.3,33
1,302.1,334.4814815,1444,44.9,97
1,301.7,333.3703704,1482,43.6,154
1,301.2,330.037037,1548,38.6,59
0,302.0,331.1481481,1438,43.2,12
1,300.7,335.962963,1486,35.8,32
1,303.6,335.962963,1473,50.1,84
2,297.4,325.2222222,1497,41.8,144
2,302.4,332.6296296,1490,37.1,168
1,297.6,323.7407407,1529,45.3,15
1,301.8,331.1481481,1295,62.3,91
1,299.8,325.962963,1400,42.6,210
2,295.8,315.962963,1514,37.7,60
1,297.5,322.2592593,1610,33.6,115
1,297.1,323.3703704,1483,46.9,203
2,301.9,331.8888889,1563,39.2,39
1,301.0,332.2592593,1473,44.2,116
2,301.0,327.4444444,1397,48.0,135
2,303.3,335.5925926,1489,49.4,64
2,298.4,325.2222222,1507,36.1,191
1,302.6,336.7037037,1420,51.6,182
1,301.7,333.3703704,1517,42.4,113
1,298.6,327.0740741,1687,29.3,47
0,296.9,320.7777778,1345,54.5,172
1,300.8,327.4444444,1498,45.8,47
1,301.6,332.2592593,1706,29.5,193
1,297.4,323.0,1421,46.0,124
1,300.2,330.037037,1202,59.5,40
1,303.5,334.8518519,1361,46.5,62
1,303.5,336.7037037,1326,55.7,114
0,300.6,331.1481481,1448,44.7,55
1,300.4,334.1111111,1728,31.7,133
1,300.2,329.6666667,1440,42.9,191
1,299.0,325.5925926,1592,35.0,200
2,303.6,337.4444444,1630,32.4,223
1,302.0,327.8148148,1414,36.3,209
1,301.6,331.8888889,1418,44.7,46
1,298.4,325.962963,1651,28.5,141
0,296.7,319.6666667,1607,33.6,38
2,299.3,331.1481481,1457,42.1,104
1,300.4,334.4814815,1596,32.5,154
2,303.7,339.6666667,1511,41.0,33
1,304.2,341.5185185,1421,43.4,56
2,298.8,323.7407407,1707,28.1,103
1,298.7,323.0,1373,46.9,60
1,298.8,327.4444444,1613,27.7,143
1,299.8,327.0740741,1739,27.5,128
2,298.8,323.3703704,1425,47.4,90
1,299.3,325.5925926,1493,38.0,151
1,297.6,324.1111111,1365,50.6,143
1,301.8,332.2592593,1449,36.5,33
2,296.9,321.8888889,1357,41.8,127
1,299.1,329.2962963,1894,20.1,106
1,301.5,331.5185185,1426,46.1,81
2,300.7,327.0740741,1733,26.7,108
2,300.4,327.0740741,1888,21.9,221
1,299.1,325.2222222,1405,53.8,18
1,302.4,332.6296296,2211,15.4,203
2,300.2,325.2222222,1642,31.2,37
1,302.5,330.4074074,1487,40.2,48
1,299.7,325.962963,1478,38.8,199
2,297.7,324.4814815,2089,19.1,111
1,298.2,322.2592593,1988,21.4,41
1,298.0,320.7777778,1453,37.7,119
1,298.2,325.2222222,1643,34.1,91
1,301.9,332.6296296,1376,44.9,186
1,298.8,330.037037,1553,36.8,97
1,298.2,320.4074074,1459,44.5,89
1,302.3,333.7407407,1621,31.6,135
1,302.0,333.3703704,1420,45.8,192
2,299.2,323.0,1415,43.5,53
1,299.0,325.2222222,1544,31.8,25
2,300.3,326.3333333,1391,57.9,204
2,297.2,323.3703704,1604,34.9,200
1,297.3,323.7407407,1273,59.8,182
0,298.7,325.962963,1449,42.3,182
1,302.0,330.7777778,1635,39.8,99
1,301.0,332.2592593,1809,25.7,192
2,301.3,330.7777778,1481,39.7,85
1,299.1,323.7407407,1555,36.6,104
1,299.7,325.5925926,1417,50.1,187
0,299.7,325.962963,1355,44.8,127
2,296.3,319.2962963,1335,50.5,48
1,298.9,328.9259259,1422,43.6,78
1,298.7,328.1851852,1589,31.8,217
0,299.0,322.2592593,1662,30.4,55
1,302.2,330.4074074,1743,28.1,170
1,299.0,329.2962963,1470,40.3,83
1,298.2,326.7037037,1398,52.9,79
1,301.1,331.8888889,1470,49.3,116
2,303.6,338.1851852,1607,33.7,14
1,304.0,340.037037,1407,42.1,5
1,298.0,320.4074074,1442,43.6,148
1,296.7,321.1481481,1420,50.1,138
1,303.8,340.037037,1452,38.6,72
1,302.4,329.6666667,1503,36.2,166
2,300.7,332.6296296,1740,25.6,176
2,298.2,325.2222222,1508,40.5,192
1,298.0,324.1111111,1462,48.2,204
1,297.9,323.7407407,1691,29.6,116
2,298.5,326.7037037,1565,33.7,150
1,297.4,324.8518519,1708,28.8,174
1,297.1,322.6296296,1496,45.8,190
1,303.3,337.0740741,1457,40.7,48
2,297.8,325.962963,1295,61.2,12
1,304.2,340.7777778,1464,44.9,37
1,300.5,335.5925926,1596,34.8,87
1,300.2,332.6296296,1627,33.7,147
1,298.8,324.4814815,1555,40.6,61
2,295.7,315.5925926,1387,40.1,81
1,298.2,325.2222222,1489,40.6,89
1,302.3,332.2592593,1545,36.7,18
1,299.0,329.2962963,1583,35.8,142
1,300.1,329.2962963,1684,30.8,13
2,302.0,331.8888889,1445,46.3,17
1,299.8,326.7037037,1436,51.6,158
0,300.4,329.6666667,1431,43.2,0
1,300.7,335.962963,1476,42.0,196
2,300.3,326.7037037,1612,33.1,150
1,302.0,330.7777778,1651,30.9,146
1,300.3,334.4814815,1634,31.9,36
0,298.3,325.2222222,1379,43.2,0
1,300.4,335.2222222,1459,45.6,3
2,303.6,336.3333333,1435,37.9,98
1,298.2,321.8888889,1462,49.9,69
2,300.8,332.2592593,1514,38.7,66
1,299.4,324.1111111,1446,62.9,134
1,300.1,335.2222222,1503,42.6,208
1,301.8,327.0740741,1525,39.6,227
1,302.5,337.0740741,1775,27.9,56
2,301.2,331.5185185,1962,22.5,28
1,297.5,322.2592593,1489,40.7,141
1,301.8,328.9259259,2032,19.0,203
2,297.5,327.0740741,1553,42.4,60
2,297.2,323.3703704,1364,55.6,163
1,296.8,321.5185185,1666,29.8,41
1,301.3,332.6296296,1542,33.6,80
2,300.0,325.2222222,1368,45.8,81
2,297.4,321.1481481,1627,34.3,166
1,297.8,320.037037,1607,30.3,62
1,298.6,328.1851852,1469,42.8,205
1,299.8,331.8888889,1376,48.6,159
1,303.1,333.7407407,1657,31.8,217
1,302.6,332.6296296,1660,38.0,99
1,298.2,320.7777778,1375,46.6,188
2,299.6,329.2962963,1357,48.7,96
2,300.0,330.7777778,1790,25.7,123
1,303.9,340.7777778,1481,44.1,197
1,299.6,332.2592593,1229,65.2,209
2,300.3,335.962963,1677,30.8,48
1,298.9,323.0,1301,51.1,138
1,300.0,328.9259259,1486,41.8,69
1,303.6,339.6666667,1873,23.5,7
2,297.3,321.8888889,1731,27.7,42
1,299.0,330.037037,1483,39.2,153
1,302.1,333.3703704,1454,59.2,153
1,302.9,337.4444444,1435,47.7,173
1,300.8,326.7037037,1946,20.5,111
1,296.6,320.037037,1542,37.4,88
1,301.2,330.037037,1499,38.1,61
0,300.2,330.037037,1408,42.5,0
1,298.0,321.5185185,1615,29.5,15
2,300.1,330.4074074,1480,37.1,77
1,297.6,323.7407407,1355,46.4,13
1,299.8,333.3703704,1533,35.9,137
1,301.5,333.3703704,1700,28.8,39
1,299.5,326.3333333,1941,22.5,18
2,300.7,335.2222222,1701,30.8,44
2,297.6,325.962963,1442,48.1,0
2,303.5,339.6666667,1883,23.3,100
1,297.2,323.0,1462,51.2,102
1,298.5,328.9259259,1804,26.1,22
1,298.6,328.5555556,1356,59.5,34
2,304.1,340.7777778,1410,42.4,155
2,299.3,323.3703704,1304,60.6,8
2,303.7,339.2962963,1558,37.7,206
2,297.4,322.6296296,1405,51.7,108
1,298.6,328.9259259,1522,40.3,32
1,301.4,331.5185185,1584,32.2,17
2,298.5,322.6296296,1381,50.5,22
2,302.1,334.4814815,1383,53.6,108
2,298.7,327.4444444,1254,57.1,124
2,300.2,334.8518519,1467,40.7,23
0,302.1,333.3703704,1598,37.9,148
2,300.9,331.8888889,1695,30.2,188
1,297.3,324.1111111,1491,40.2,112
2,296.3,318.5555556,1446,45.9,180
1,299.8,333.7407407,1560,35.4,178
1,301.2,329.6666667,1385,42.3,42
2,297.2,322.6296296,1429,42.0,6
1,297.4,325.962963,1274,54.3,121
1,296.7,321.8888889,1450,40.9,195
1,299.8,327.4444444,1374,51.6,137
1,302.6,330.7777778,1748,28.2,2
1,300.6,326.7037037,1549,43.4,233
1,297.3,324.1111111,1551,40.0,125
1,301.5,330.4074074,1270,54.2,26
2,299.8,326.3333333,1470,42.7,119
1,301.2,334.1111111,1757,28.0,6
1,300.5,334.1111111,1442,47.0,53
1,300.1,334.1111111,1430,40.9,93
1,297.8,324.8518519,1871,25.6,200
